aX,aY,aZ,gX,gY,gZ
10.34, -0.28, 1.32, -0.09, 0.08, -0.02
10.31, -0.23, 1.27, -0.10, -0.04, 0.01
10.37, -0.23, 1.30, -0.10, -0.15, 0.03
10.23, -0.26, 1.07, -0.11, -0.26, 0.04
9.42, -0.36, -0.13, -0.10, -0.16, 0.04
9.53, -0.35, -0.02, -0.09, 0.13, 0.02
10.23, -0.27, 0.89, -0.09, 0.28, 0.00
10.21, -0.34, 0.84, -0.08, 0.23, -0.00
10.34, -0.24, 1.20, -0.09, 0.16, -0.01
10.35, -0.25, 1.30, -0.09, 0.05, -0.01
10.30, -0.24, 1.25, -0.10, -0.04, -0.00
10.35, -0.24, 1.26, -0.10, -0.15, 0.01
10.24, -0.27, 1.06, -0.11, -0.26, 0.04
9.41, -0.37, -0.12, -0.10, -0.17, 0.05
9.55, -0.35, 0.04, -0.09, 0.13, 0.04
10.21, -0.29, 0.91, -0.08, 0.28, 0.01
10.20, -0.34, 0.89, -0.09, 0.23, 0.00
10.34, -0.25, 1.24, -0.09, 0.16, -0.01
10.37, -0.25, 1.32, -0.09, 0.06, -0.03
10.32, -0.23, 1.23, -0.10, -0.04, -0.02
10.37, -0.26, 1.30, -0.10, -0.16, 0.02
10.24, -0.26, 1.07, -0.11, -0.26, 0.06
9.40, -0.40, -0.13, -0.10, -0.17, 0.07
9.62, -0.47, 0.11, -0.09, 0.17, 0.04
10.22, -0.33, 0.90, -0.08, 0.28, 0.01
10.21, -0.38, 0.87, -0.09, 0.24, -0.01
10.28, -0.29, 1.13, -0.09, 0.14, -0.04
10.35, -0.29, 1.34, -0.09, 0.06, -0.04
10.29, -0.23, 1.26, -0.10, -0.04, -0.02
10.37, -0.22, 1.35, -0.10, -0.17, 0.03
10.22, -0.23, 1.06, -0.11, -0.27, 0.07
9.44, -0.34, -0.10, -0.10, -0.18, 0.07
9.61, -0.41, 0.11, -0.09, 0.15, 0.03
10.17, -0.27, 0.79, -0.08, 0.28, -0.01
10.19, -0.31, 0.85, -0.09, 0.23, -0.02
10.33, -0.23, 1.14, -0.09, 0.15, -0.03
10.40, -0.25, 1.28, -0.09, 0.06, -0.02
10.33, -0.23, 1.24, -0.10, -0.06, 0.01
10.43, -0.25, 1.38, -0.10, -0.17, 0.04
10.20, -0.25, 1.02, -0.11, -0.27, 0.06
9.39, -0.36, -0.18, -0.10, -0.12, 0.04
9.58, -0.46, 0.04, -0.09, 0.17, 0.02
10.24, -0.30, 0.88, -0.08, 0.30, -0.01
10.19, -0.39, 0.83, -0.09, 0.24, -0.01
10.29, -0.27, 1.11, -0.09, 0.15, -0.01
10.37, -0.28, 1.32, -0.09, 0.06, -0.00
10.33, -0.26, 1.28, -0.10, -0.05, 0.01
10.37, -0.27, 1.30, -0.10, -0.16, 0.02
10.30, -0.31, 1.17, -0.11, -0.27, 0.04
9.39, -0.38, -0.20, -0.10, -0.13, 0.04
9.59, -0.45, 0.08, -0.09, 0.16, 0.03
10.25, -0.29, 0.97, -0.09, 0.28, 0.02
10.19, -0.35, 0.83, -0.08, 0.23, -0.00
10.29, -0.25, 1.13, -0.09, 0.15, -0.01
10.32, -0.23, 1.27, -0.09, 0.04, -0.03
10.33, -0.22, 1.25, -0.10, -0.05, -0.01
10.40, -0.24, 1.30, -0.10, -0.16, 0.01
10.22, -0.26, 1.01, -0.11, -0.28, 0.06
9.37, -0.35, -0.25, -0.10, -0.14, 0.06
9.59, -0.45, 0.05, -0.09, 0.16, 0.05
10.28, -0.28, 1.00, -0.08, 0.28, 0.01
10.20, -0.39, 0.83, -0.08, 0.24, -0.01
10.31, -0.27, 1.16, -0.09, 0.15, -0.03
10.35, -0.27, 1.29, -0.09, 0.04, -0.04
10.33, -0.26, 1.28, -0.10, -0.05, -0.02
10.40, -0.25, 1.34, -0.10, -0.17, 0.03
10.28, -0.28, 1.19, -0.11, -0.26, 0.07
9.40, -0.36, -0.17, -0.10, -0.13, 0.07
9.74, -0.41, 0.24, -0.09, 0.19, 0.02
10.25, -0.27, 0.96, -0.09, 0.27, -0.01
10.19, -0.35, 0.85, -0.09, 0.23, -0.02
10.27, -0.27, 1.04, -0.09, 0.13, -0.03
10.33, -0.23, 1.29, -0.09, 0.04, -0.02
10.32, -0.23, 1.29, -0.10, -0.05, -0.00
10.38, -0.24, 1.33, -0.10, -0.17, 0.04
10.24, -0.29, 1.10, -0.11, -0.26, 0.07
9.61, -0.33, 0.15, -0.10, -0.22, 0.07
9.73, -0.43, 0.26, -0.09, 0.18, 0.01
10.24, -0.30, 0.94, -0.09, 0.27, -0.01
10.22, -0.30, 0.88, -0.09, 0.22, -0.02
10.27, -0.31, 1.02, -0.09, 0.13, -0.01
10.34, -0.26, 1.25, -0.09, 0.04, -0.00
10.35, -0.28, 1.29, -0.10, -0.07, 0.01
10.39, -0.26, 1.27, -0.10, -0.17, 0.03
10.27, -0.26, 1.11, -0.11, -0.26, 0.05
9.38, -0.34, -0.22, -0.10, -0.08, 0.04
9.72, -0.43, 0.25, -0.09, 0.18, 0.02
10.23, -0.28, 0.97, -0.08, 0.27, -0.00
10.22, -0.32, 0.91, -0.08, 0.22, -0.00
10.25, -0.31, 1.08, -0.09, 0.13, -0.01
10.33, -0.25, 1.32, -0.09, 0.04, -0.00
10.34, -0.24, 1.36, -0.10, -0.07, -0.00
10.42, -0.23, 1.41, -0.10, -0.18, 0.02
10.20, -0.26, 1.06, -0.11, -0.27, 0.04
9.37, -0.33, -0.20, -0.10, -0.09, 0.05
9.68, -0.44, 0.18, -0.09, 0.18, 0.04
10.31, -0.28, 1.05, -0.08, 0.28, 0.02
10.23, -0.30, 0.86, -0.08, 0.23, -0.01
10.26, -0.29, 1.05, -0.09, 0.13, -0.02
10.33, -0.27, 1.20, -0.09, 0.02, -0.03
10.37, -0.29, 1.29, -0.10, -0.06, -0.01
10.42, -0.27, 1.34, -0.10, -0.18, 0.02
10.09, -0.38, 0.86, -0.11, -0.28, 0.08
9.32, -0.40, -0.25, -0.10, -0.09, 0.06
9.68, -0.43, 0.21, -0.09, 0.18, 0.04
10.28, -0.35, 1.06, -0.08, 0.28, -0.01
10.21, -0.34, 0.85, -0.09, 0.23, -0.02
10.26, -0.29, 1.07, -0.09, 0.13, -0.03
10.33, -0.23, 1.24, -0.09, 0.02, -0.03
10.35, -0.26, 1.31, -0.10, -0.07, -0.00
10.45, -0.23, 1.38, -0.10, -0.20, 0.04
10.14, -0.30, 0.90, -0.11, -0.28, 0.08
9.34, -0.33, -0.27, -0.10, -0.09, 0.06
9.78, -0.31, 0.27, -0.09, 0.22, 0.01
10.29, -0.30, 1.08, -0.08, 0.29, -0.02
10.20, -0.34, 0.87, -0.08, 0.23, -0.03
10.25, -0.31, 1.02, -0.09, 0.13, -0.02
10.34, -0.25, 1.28, -0.09, 0.02, -0.01
10.35, -0.26, 1.32, -0.10, -0.07, 0.01
10.45, -0.23, 1.41, -0.10, -0.20, 0.03
10.15, -0.32, 0.95, -0.11, -0.29, 0.06
9.33, -0.35, -0.29, -0.10, -0.10, 0.05
9.75, -0.32, 0.26, -0.09, 0.22, 0.01
10.29, -0.30, 1.05, -0.08, 0.29, -0.01
10.24, -0.28, 0.95, -0.09, 0.23, -0.01
10.23, -0.31, 0.98, -0.09, 0.13, -0.01
10.33, -0.23, 1.24, -0.09, 0.02, 0.00
10.39, -0.24, 1.33, -0.10, -0.08, 0.00
10.50, -0.23, 1.41, -0.10, -0.21, 0.02
10.15, -0.35, 0.89, -0.11, -0.29, 0.04
9.33, -0.39, -0.28, -0.10, -0.05, 0.05
9.76, -0.37, 0.23, -0.09, 0.22, 0.02
10.30, -0.33, 1.05, -0.08, 0.30, 0.01
10.27, -0.26, 0.98, -0.09, 0.24, -0.01
10.25, -0.29, 1.04, -0.09, 0.13, -0.02
10.34, -0.23, 1.30, -0.09, 0.03, -0.02
10.38, -0.24, 1.35, -0.10, -0.08, -0.01
10.49, -0.25, 1.43, -0.10, -0.21, 0.02
10.13, -0.33, 0.88, -0.11, -0.30, 0.05
9.32, -0.34, -0.29, -0.10, -0.05, 0.05
9.72, -0.34, 0.21, -0.09, 0.22, 0.03
10.35, -0.34, 1.16, -0.08, 0.29, -0.00
10.26, -0.26, 0.94, -0.09, 0.24, -0.02
10.24, -0.29, 1.02, -0.09, 0.13, -0.03
10.31, -0.24, 1.19, -0.09, 0.01, -0.03
10.37, -0.25, 1.33, -0.10, -0.08, -0.00
10.45, -0.25, 1.38, -0.10, -0.19, 0.04
9.99, -0.34, 0.63, -0.11, -0.28, 0.08
9.30, -0.37, -0.33, -0.10, -0.05, 0.06
9.77, -0.37, 0.26, -0.09, 0.22, 0.02
10.29, -0.37, 1.04, -0.08, 0.27, -0.02
10.26, -0.28, 0.98, -0.08, 0.23, -0.03
10.25, -0.30, 1.00, -0.09, 0.13, -0.03
10.29, -0.23, 1.15, -0.09, 0.01, -0.01
10.34, -0.22, 1.29, -0.10, -0.08, 0.01
10.41, -0.24, 1.37, -0.10, -0.19, 0.04
10.06, -0.33, 0.85, -0.10, -0.26, 0.06
9.34, -0.37, -0.22, -0.10, -0.05, 0.05
9.94, -0.28, 0.56, -0.09, 0.23, 0.01
10.24, -0.33, 1.01, -0.09, 0.25, -0.01
10.28, -0.24, 1.05, -0.09, 0.22, -0.02
108.48, 8.73, -45.32, 29.42, 0.00, -8.69
108.48, 8.73, -47.77, -7.63, 0.00, -8.69
54.24, 4.37, -23.89, 2.25, 0.00, -2.18
9.34, -0.36, -0.24, -0.10, -0.06, 0.04
9.78, -0.37, 0.31, -0.09, 0.20, 0.01
10.27, -0.30, 0.98, -0.09, 0.27, -0.01
10.26, -0.29, 0.98, -0.09, 0.23, -0.01
10.26, -0.31, 1.00, -0.09, 0.13, -0.01
10.30, -0.27, 1.15, -0.09, 0.01, -0.01
10.35, -0.28, 1.28, -0.10, -0.08, 0.00
10.47, -0.28, 1.38, -0.10, -0.20, 0.02
10.02, -0.36, 0.68, -0.11, -0.29, 0.05
9.30, -0.40, -0.34, -0.10, -0.06, 0.05
9.71, -0.42, 0.14, -0.09, 0.21, 0.03
10.32, -0.38, 1.08, -0.08, 0.29, 0.02
10.24, -0.30, 0.91, -0.08, 0.24, -0.01
10.25, -0.30, 1.02, -0.09, 0.13, -0.02
10.30, -0.24, 1.20, -0.09, 0.02, -0.03
10.38, -0.23, 1.34, -0.10, -0.07, -0.01
10.43, -0.23, 1.38, -0.10, -0.18, 0.02
10.07, -0.34, 0.87, -0.11, -0.27, 0.07
9.32, -0.35, -0.24, -0.10, -0.06, 0.06
9.89, -0.27, 0.48, -0.09, 0.24, 0.02
10.25, -0.34, 1.05, -0.09, 0.26, 0.00
10.23, -0.26, 1.02, -0.09, 0.23, -0.02
10.23, -0.28, 1.05, -0.09, 0.12, -0.03
10.27, -0.24, 1.17, -0.09, 0.01, -0.03
10.34, -0.27, 1.30, -0.10, -0.08, -0.00
10.45, -0.26, 1.41, -0.10, -0.21, 0.05
10.08, -0.34, 0.76, -0.11, -0.29, 0.08
9.32, -0.36, -0.36, -0.10, -0.08, 0.06
9.81, -0.29, 0.31, -0.09, 0.23, 0.01
10.28, -0.33, 1.05, -0.08, 0.28, -0.02
10.23, -0.29, 0.89, -0.09, 0.23, -0.03
10.25, -0.28, 1.00, -0.09, 0.12, -0.02
10.34, -0.23, 1.22, -0.09, 0.01, -0.01
10.40, -0.23, 1.36, -0.10, -0.09, 0.01
10.46, -0.23, 1.42, -0.10, -0.21, 0.04
10.07, -0.34, 0.80, -0.11, -0.28, 0.06
9.35, -0.39, -0.21, -0.10, -0.01, 0.04
9.85, -0.28, 0.40, -0.09, 0.24, 0.01
10.30, -0.34, 1.10, -0.08, 0.28, -0.01
10.31, -0.27, 1.07, -0.09, 0.23, -0.02
10.24, -0.32, 1.02, -0.09, 0.12, -0.01
10.31, -0.27, 1.21, -0.09, 0.01, 0.00
10.35, -0.29, 1.35, -0.10, -0.10, 0.01
10.45, -0.28, 1.44, -0.10, -0.21, 0.03
10.03, -0.39, 0.78, -0.11, -0.29, 0.05
9.37, -0.38, -0.23, -0.10, -0.02, 0.05
9.82, -0.32, 0.29, -0.09, 0.24, 0.02
10.32, -0.33, 1.07, -0.08, 0.29, 0.01
10.29, -0.24, 1.06, -0.09, 0.23, -0.01
10.24, -0.30, 1.02, -0.09, 0.12, -0.02
10.26, -0.25, 1.15, -0.09, -0.00, -0.02
10.39, -0.24, 1.35, -0.10, -0.09, -0.00
10.49, -0.25, 1.43, -0.10, -0.22, 0.03
9.88, -0.34, 0.49, -0.11, -0.28, 0.06
9.36, -0.36, -0.23, -0.10, -0.02, 0.05
9.81, -0.29, 0.31, -0.09, 0.24, 0.03
10.35, -0.34, 1.17, -0.08, 0.28, 0.00
10.31, -0.23, 1.05, -0.09, 0.23, -0.02
10.25, -0.29, 1.00, -0.09, 0.13, -0.03
10.27, -0.27, 1.14, -0.09, 0.00, -0.02
10.37, -0.26, 1.35, -0.10, -0.09, 0.00
10.47, -0.25, 1.39, -0.10, -0.20, 0.04
9.88, -0.34, 0.52, -0.11, -0.28, 0.08
9.32, -0.38, -0.28, -0.10, -0.02, 0.05
9.90, -0.34, 0.45, -0.09, 0.26, 0.00
10.30, -0.39, 1.07, -0.08, 0.27, -0.02
10.30, -0.28, 1.05, -0.09, 0.23, -0.03
10.26, -0.27, 1.06, -0.09, 0.11, -0.02
10.29, -0.26, 1.16, -0.09, 0.00, -0.01
10.37, -0.27, 1.33, -0.10, -0.09, 0.01
10.46, -0.28, 1.42, -0.10, -0.22, 0.04
9.92, -0.34, 0.59, -0.11, -0.28, 0.07
9.34, -0.38, -0.21, -0.10, -0.03, 0.05
9.89, -0.30, 0.46, -0.09, 0.25, 0.00
10.29, -0.33, 1.09, -0.08, 0.27, -0.02
10.29, -0.23, 1.01, -0.09, 0.23, -0.03
10.25, -0.26, 1.01, -0.09, 0.12, -0.01
10.28, -0.26, 1.11, -0.09, 0.00, -0.00
10.36, -0.26, 1.29, -0.10, -0.09, 0.01
10.45, -0.27, 1.36, -0.10, -0.22, 0.03
9.91, -0.35, 0.55, -0.11, -0.27, 0.05
9.44, -0.38, -0.13, -0.10, 0.02, 0.04
9.92, -0.29, 0.44, -0.09, 0.25, 0.02
10.30, -0.35, 1.07, -0.08, 0.27, 0.00
10.34, -0.28, 1.20, -0.09, 0.22, -0.02
10.27, -0.27, 1.05, -0.09, 0.12, -0.02
10.28, -0.25, 1.15, -0.09, 0.01, -0.01
10.34, -0.22, 1.33, -0.10, -0.10, 0.00
10.43, -0.24, 1.41, -0.10, -0.20, 0.03
9.98, -0.30, 0.67, -0.11, -0.27, 0.05
9.45, -0.36, -0.08, -0.10, 0.02, 0.05
9.96, -0.28, 0.54, -0.09, 0.24, 0.03
10.27, -0.34, 1.05, -0.09, 0.26, 0.02
10.32, -0.27, 1.20, -0.09, 0.21, -0.02
10.24, -0.27, 1.07, -0.09, 0.12, -0.03
10.24, -0.27, 1.12, -0.09, -0.01, -0.02
10.33, -0.25, 1.31, -0.10, -0.10, 0.01
10.41, -0.26, 1.38, -0.10, -0.20, 0.04
9.79, -0.28, 0.39, -0.11, -0.26, 0.07
9.44, -0.37, -0.17, -0.10, 0.01, 0.05
9.93, -0.29, 0.46, -0.09, 0.24, 0.02
10.28, -0.32, 0.98, -0.08, 0.25, -0.01
10.34, -0.25, 1.15, -0.09, 0.21, -0.02
10.27, -0.26, 1.05, -0.09, 0.12, -0.03
10.27, -0.25, 1.10, -0.09, -0.01, -0.01
10.34, -0.23, 1.28, -0.10, -0.10, 0.01
10.43, -0.25, 1.40, -0.10, -0.20, 0.05
9.80, -0.28, 0.45, -0.11, -0.26, 0.07
9.42, -0.36, -0.13, -0.10, 0.01, 0.04
10.02, -0.34, 0.62, -0.09, 0.26, 0.00
10.28, -0.32, 1.02, -0.08, 0.25, -0.02
10.32, -0.25, 1.17, -0.09, 0.22, -0.02
10.27, -0.24, 1.13, -0.09, 0.11, -0.01
10.26, -0.25, 1.14, -0.09, -0.01, 0.00
10.36, -0.25, 1.34, -0.10, -0.10, 0.01
10.46, -0.27, 1.37, -0.10, -0.23, 0.03
9.82, -0.33, 0.39, -0.11, -0.27, 0.05
9.40, -0.39, -0.20, -0.10, 0.00, 0.04
9.98, -0.36, 0.52, -0.09, 0.26, 0.02
10.29, -0.35, 1.00, -0.08, 0.26, -0.01
10.33, -0.27, 1.12, -0.09, 0.22, -0.02
10.26, -0.26, 1.10, -0.09, 0.11, -0.02
10.24, -0.28, 1.10, -0.09, -0.00, -0.01
10.35, -0.25, 1.30, -0.10, -0.10, 0.00
10.45, -0.28, 1.37, -0.10, -0.23, 0.03
108.48, 8.73, -45.32, -5.73, 0.00, -2.18
9.38, -0.36, -0.19, -0.10, 0.00, 0.04
9.95, -0.31, 0.52, -0.09, 0.26, 0.03
10.27, -0.32, 1.05, -0.09, 0.26, 0.01
10.30, -0.25, 1.15, -0.09, 0.22, -0.02
10.27, -0.26, 1.12, -0.09, 0.11, -0.03
10.27, -0.26, 1.14, -0.09, -0.00, -0.02
10.35, -0.23, 1.36, -0.10, -0.10, 0.00
10.41, -0.26, 1.40, -0.10, -0.23, 0.04
9.81, -0.33, 0.50, -0.11, -0.27, 0.06
9.37, -0.38, -0.18, -0.10, -0.01, 0.05
9.95, -0.34, 0.53, -0.09, 0.26, 0.02
10.28, -0.35, 1.05, -0.08, 0.26, 0.01
10.31, -0.26, 1.09, -0.09, 0.22, -0.02
10.27, -0.27, 1.07, -0.09, 0.11, -0.03
10.26, -0.27, 1.11, -0.09, -0.00, -0.03
10.36, -0.26, 1.31, -0.10, -0.10, 0.00
10.43, -0.29, 1.36, -0.10, -0.23, 0.05
9.85, -0.33, 0.45, -0.11, -0.27, 0.08
9.50, -0.35, -0.10, -0.10, 0.04, 0.04
9.93, -0.33, 0.50, -0.09, 0.26, 0.00
10.31, -0.35, 1.11, -0.08, 0.27, -0.01
10.34, -0.28, 1.25, -0.09, 0.21, -0.02
10.27, -0.25, 1.08, -0.09, 0.11, -0.02
10.26, -0.27, 1.13, -0.09, -0.00, -0.01
10.38, -0.23, 1.34, -0.10, -0.11, 0.01
10.44, -0.28, 1.39, -0.10, -0.22, 0.05
9.91, -0.31, 0.53, -0.11, -0.27, 0.07
9.47, -0.34, -0.09, -0.10, 0.04, 0.03
9.92, -0.30, 0.52, -0.09, 0.26, 0.00
10.25, -0.31, 1.04, -0.08, 0.26, -0.02
10.32, -0.27, 1.19, -0.09, 0.21, -0.01
10.26, -0.24, 1.05, -0.09, 0.11, -0.01
10.27, -0.27, 1.08, -0.09, -0.01, -0.00
10.39, -0.26, 1.32, -0.10, -0.11, 0.00
10.46, -0.28, 1.41, -0.10, -0.22, 0.03
9.74, -0.30, 0.33, -0.11, -0.26, 0.05
9.45, -0.37, -0.08, -0.10, 0.03, 0.04
9.92, -0.32, 0.54, -0.09, 0.26, 0.02
10.28, -0.30, 1.05, -0.09, 0.25, 0.00
10.35, -0.30, 1.22, -0.09, 0.21, -0.01
10.26, -0.26, 1.07, -0.09, 0.12, -0.02
10.26, -0.28, 1.14, -0.09, -0.01, -0.02
10.37, -0.24, 1.32, -0.10, -0.11, 0.00
10.44, -0.27, 1.37, -0.10, -0.23, 0.03
9.74, -0.30, 0.33, -0.11, -0.26, 0.06
9.43, -0.36, -0.11, -0.09, 0.03, 0.05
10.00, -0.39, 0.63, -0.09, 0.28, 0.02
10.32, -0.30, 1.06, -0.08, 0.26, 0.00
10.35, -0.29, 1.21, -0.09, 0.22, -0.02
10.29, -0.25, 1.18, -0.09, 0.11, -0.04
10.26, -0.27, 1.14, -0.10, -0.01, -0.02
10.36, -0.24, 1.37, -0.10, -0.11, 0.01
10.42, -0.27, 1.37, -0.10, -0.25, 0.06
9.73, -0.32, 0.35, -0.11, -0.27, 0.07
9.42, -0.37, -0.14, -0.10, 0.02, 0.05
9.99, -0.37, 0.58, -0.09, 0.28, 0.00
10.31, -0.35, 1.10, -0.08, 0.26, -0.01
10.34, -0.27, 1.21, -0.09, 0.22, -0.03
10.28, -0.27, 1.14, -0.09, 0.11, -0.02
10.25, -0.27, 1.11, -0.09, -0.01, -0.01
10.37, -0.25, 1.36, -0.10, -0.11, 0.01
10.42, -0.28, 1.37, -0.10, -0.24, 0.05
9.76, -0.32, 0.41, -0.11, -0.27, 0.07
9.46, -0.33, -0.10, -0.09, 0.06, 0.03
9.97, -0.38, 0.56, -0.09, 0.27, -0.00
10.27, -0.31, 1.02, -0.08, 0.26, -0.02
10.37, -0.30, 1.29, -0.09, 0.20, -0.01
10.27, -0.24, 1.14, -0.09, 0.11, -0.01
10.25, -0.27, 1.14, -0.09, -0.01, -0.00
10.38, -0.24, 1.36, -0.10, -0.12, 0.01
10.45, -0.26, 1.40, -0.10, -0.24, 0.03
9.79, -0.30, 0.40, -0.11, -0.27, 0.06
9.48, -0.31, -0.11, -0.09, 0.06, 0.04
9.99, -0.36, 0.53, -0.09, 0.28, 0.01
10.30, -0.34, 1.05, -0.08, 0.27, -0.01
10.37, -0.31, 1.28, -0.09, 0.21, -0.01
10.28, -0.27, 1.10, -0.09, 0.11, -0.02
10.27, -0.27, 1.11, -0.09, -0.02, -0.02
10.38, -0.24, 1.33, -0.10, -0.12, 0.00
10.45, -0.28, 1.38, -0.10, -0.23, 0.03
9.68, -0.31, 0.23, -0.11, -0.25, 0.06
9.46, -0.35, -0.10, -0.09, 0.05, 0.05
9.96, -0.34, 0.56, -0.09, 0.27, 0.03
10.27, -0.28, 1.00, -0.08, 0.25, 0.00
10.38, -0.31, 1.26, -0.09, 0.21, -0.02
10.28, -0.25, 1.09, -0.09, 0.11, -0.03
10.26, -0.24, 1.13, -0.10, -0.02, -0.02
10.37, -0.23, 1.35, -0.10, -0.12, 0.01
10.46, -0.23, 1.40, -0.10, -0.23, 0.04
9.69, -0.28, 0.26, -0.11, -0.26, 0.07
9.44, -0.31, -0.13, -0.10, 0.04, 0.05
9.94, -0.31, 0.51, -0.09, 0.27, 0.02
10.29, -0.28, 1.01, -0.09, 0.25, -0.01
10.35, -0.28, 1.24, -0.09, 0.21, -0.03
10.29, -0.25, 1.18, -0.09, 0.10, -0.02
10.24, -0.28, 1.14, -0.09, -0.01, -0.01
10.35, -0.26, 1.37, -0.10, -0.11, 0.02
10.41, -0.28, 1.35, -0.10, -0.25, 0.06
9.71, -0.31, 0.28, -0.11, -0.26, 0.07
9.43, -0.37, -0.15, -0.10, 0.03, 0.04
10.01, -0.40, 0.62, -0.09, 0.28, -0.00
10.30, -0.33, 1.03, -0.08, 0.26, -0.02
10.37, -0.30, 1.22, -0.09, 0.22, -0.02
10.31, -0.25, 1.16, -0.09, 0.10, -0.01
10.28, -0.24, 1.13, -0.09, -0.01, -0.00
10.39, -0.24, 1.34, -0.10, -0.11, 0.01
10.45, -0.26, 1.36, -0.10, -0.25, 0.04
9.78, -0.27, 0.37, -0.11, -0.27, 0.06
9.45, -0.30, -0.11, -0.09, 0.07, 0.04
10.00, -0.38, 0.63, -0.09, 0.28, 0.01
10.28, -0.32, 1.07, -0.08, 0.26, -0.01
10.37, -0.29, 1.34, -0.09, 0.20, -0.01
10.29, -0.23, 1.17, -0.09, 0.11, -0.01
10.26, -0.24, 1.14, -0.09, -0.01, -0.00
10.37, -0.24, 1.38, -0.10, -0.13, 0.00
10.45, -0.29, 1.41, -0.10, -0.25, 0.03
9.76, -0.33, 0.38, -0.11, -0.27, 0.05
9.48, -0.35, -0.13, -0.09, 0.06, 0.05
9.97, -0.40, 0.53, -0.09, 0.28, 0.03
10.30, -0.34, 1.05, -0.09, 0.26, 0.01
10.37, -0.31, 1.23, -0.09, 0.20, -0.02
10.28, -0.25, 1.09, -0.09, 0.11, -0.03
10.25, -0.26, 1.11, -0.09, -0.02, -0.02
10.37, -0.24, 1.32, -0.10, -0.12, 0.01
10.44, -0.27, 1.40, -0.10, -0.24, 0.04
9.67, -0.32, 0.21, -0.11, -0.25, 0.07
9.47, -0.35, -0.11, -0.09, 0.05, 0.05
9.97, -0.37, 0.54, -0.09, 0.27, 0.02
10.29, -0.28, 1.03, -0.09, 0.25, -0.01
10.38, -0.29, 1.32, -0.09, 0.21, -0.03
10.27, -0.22, 1.15, -0.09, 0.11, -0.04
10.26, -0.26, 1.15, -0.09, -0.02, -0.01
10.37, -0.24, 1.35, -0.10, -0.12, 0.02
10.43, -0.26, 1.34, -0.10, -0.24, 0.05
9.63, -0.30, 0.18, -0.11, -0.26, 0.07
9.46, -0.35, -0.10, -0.09, 0.04, 0.04
9.94, -0.30, 0.46, -0.09, 0.27, 0.01
10.31, -0.30, 1.00, -0.09, 0.26, -0.02
10.36, -0.29, 1.22, -0.09, 0.21, -0.02
10.31, -0.27, 1.16, -0.09, 0.10, -0.01
10.26, -0.29, 1.08, -0.09, -0.01, -0.00
10.38, -0.26, 1.31, -0.10, -0.12, 0.02
10.41, -0.29, 1.30, -0.10, -0.25, 0.04
9.73, -0.30, 0.28, -0.11, -0.26, 0.06
9.44, -0.37, -0.15, -0.10, 0.03, 0.03
10.03, -0.41, 0.63, -0.09, 0.28, 0.01
10.31, -0.31, 1.07, -0.08, 0.26, -0.01
10.35, -0.29, 1.24, -0.09, 0.22, -0.02
10.29, -0.23, 1.18, -0.09, 0.10, -0.01
10.25, -0.27, 1.13, -0.09, -0.01, -0.00
10.39, -0.24, 1.36, -0.10, -0.11, 0.01
10.39, -0.28, 1.31, -0.10, -0.25, 0.03
9.70, -0.30, 0.30, -0.11, -0.28, 0.05
9.51, -0.30, -0.06, -0.09, 0.07, 0.05
9.98, -0.39, 0.56, -0.09, 0.28, 0.02
10.30, -0.31, 1.11, -0.09, 0.26, 0.00
10.35, -0.28, 1.32, -0.09, 0.20, -0.02
10.28, -0.25, 1.14, -0.09, 0.11, -0.03
10.27, -0.27, 1.11, -0.09, -0.01, -0.02
10.41, -0.25, 1.37, -0.10, -0.13, 0.01
10.39, -0.30, 1.29, -0.10, -0.25, 0.04
9.75, -0.33, 0.34, -0.11, -0.28, 0.06
9.48, -0.34, -0.08, -0.09, 0.07, 0.05
9.97, -0.36, 0.56, -0.09, 0.28, 0.02
10.30, -0.32, 1.08, -0.09, 0.27, 0.01
10.37, -0.29, 1.29, -0.09, 0.21, -0.03
10.27, -0.25, 1.12, -0.09, 0.11, -0.04
10.25, -0.27, 1.12, -0.09, -0.02, -0.01
10.37, -0.24, 1.34, -0.10, -0.12, 0.02
10.44, -0.28, 1.37, -0.10, -0.23, 0.05
9.71, -0.30, 0.24, -0.11, -0.25, 0.07
9.48, -0.35, -0.13, -0.09, 0.05, 0.04
9.98, -0.34, 0.55, -0.09, 0.27, 0.01
10.27, -0.28, 1.00, -0.09, 0.25, -0.02
10.37, -0.30, 1.27, -0.09, 0.21, -0.02
10.28, -0.26, 1.12, -0.09, 0.11, -0.03
10.26, -0.28, 1.14, -0.09, -0.02, 0.00
10.38, -0.25, 1.37, -0.10, -0.12, 0.02
10.44, -0.28, 1.42, -0.10, -0.23, 0.05
9.72, -0.32, 0.25, -0.11, -0.26, 0.06
9.44, -0.37, -0.15, -0.09, 0.04, 0.03
9.94, -0.34, 0.49, -0.09, 0.26, 0.00
10.29, -0.30, 1.00, -0.09, 0.25, -0.01
10.35, -0.29, 1.22, -0.09, 0.21, -0.01
10.29, -0.26, 1.17, -0.09, 0.10, -0.01
10.24, -0.29, 1.09, -0.09, -0.01, -0.00
10.37, -0.25, 1.35, -0.10, -0.11, 0.01
10.40, -0.28, 1.35, -0.10, -0.25, 0.03
9.76, -0.29, 0.36, -0.11, -0.26, 0.05
9.44, -0.36, -0.13, -0.10, 0.03, 0.04
10.01, -0.39, 0.60, -0.09, 0.28, 0.02
10.28, -0.31, 1.05, -0.09, 0.26, 0.00
